IB,S1P,0.019089,0.0091131,0.036463,0.014497,0.0079023,0.029009,0.0020955,0.0011541,0.0040987,0.0017378,0.0010694,0.0035964
S1P,BcD,0.0072926,0.012761,0.023187,0.010211,0.017392,0.031911,0.0012637,0.0020578,0.003681,0.0017384,0.0027903,0.005052
IB,DF,0.0096688,0.012555,0.025684,0.016061,0.023985,0.04609,0.0017829,0.0025808,0.0048595,0.003152,0.0051196,0.0092217
IB,Nat,0.012007,0.0052256,0.01549,0.0089113,0.0044234,0.012142,0.00078765,0.00039431,0.0010631,0.00063702,0.00035591,0.0009119
DF,BcD,0.0089587,0.011016,0.015212,0.018433,0.022372,0.03112,0.0013355,0.0017551,0.0023001,0.0026088,0.0033569,0.0044947
DF,S1P,0.010462,0.0037775,0.0082194,0.024613,0.0085039,0.018807,0.0010585,0.00042572,0.00087023,0.0023309,0.0009091,0.0019023
Nat,BcD,0.0012226,0.0033668,0.0080045,0.0023014,0.0064676,0.015607,0.00022331,0.00054699,0.0011941,0.00038148,0.00097857,0.0022328
Nat,S1P,0.0010073,0.0023843,0.0067634,0.0023442,0.0056655,0.016441,0.0001596,0.00033742,0.00087655,0.00033595,0.00074369,0.0020237
S1P,DF,0.0034015,0.013156,0.020018,0.0038278,0.014378,0.021954,0.00048174,0.0016924,0.0025541,0.00053707,0.001858,0.0028306
