IB,S1P,0.01775,0.0085847,0.034463,0.013599,0.0075111,0.027607,0.0019982,0.0011094,0.0039271,0.0016643,0.0010297,0.0034551
S1P,BcD,0.0059151,0.01026,0.018669,0.0082817,0.014003,0.025736,0.0010466,0.0016772,0.0029887,0.001436,0.0022727,0.0041008
IB,DF,0.0087522,0.011509,0.02361,0.01466,0.022159,0.042617,0.0016563,0.0024158,0.0045335,0.0029394,0.0047974,0.0086191
IB,Nat,0.0084404,0.003743,0.011075,0.0063389,0.0032023,0.0087681,0.00057361,0.00028973,0.00077797,0.00046613,0.00026204,0.00066945
DF,BcD,0.0088348,0.011115,0.015234,0.018156,0.022546,0.031135,0.0013312,0.0017798,0.0023188,0.0025896,0.0033989,0.0045205
DF,S1P,0.0091669,0.0033966,0.0073204,0.021457,0.0076213,0.016681,0.00094208,0.00038579,0.00078355,0.0020637,0.00082206,0.0017071
Nat,BcD,0.0009235,0.0025077,0.0059137,0.0017179,0.0047838,0.011509,0.00017598,0.00042171,0.0009034,0.00029548,0.00074296,0.0016689
Nat,S1P,0.00074649,0.0017439,0.0049031,0.0017154,0.0041107,0.011869,0.00012339,0.00025532,0.00065082,0.00025523,0.00055406,0.0014836
S1P,DF,0.0026142,0.0099681,0.015199,0.0029454,0.010926,0.01673,0.0003778,0.0013039,0.0019613,0.00042034,0.0014315,0.002175
