0.019,0.039,0.037,0.037,0.035,0.035
0.033,0.034,0.038,0.035,0.032,0.033
0.03,0.034,0.036,0.033,0.037,0.03
0.035,0.035,0.035,0.035,0.037,0.035
0.034,0.038,0.033,0.037,0.039,0.034
0.038,0.036,0.033,0.038,0.04,0.038
0.034,0.034,0.033,0.035,0.032,0.034
0.033,0.035,0.036,0.036,0.04,0.033
0.033,0.036,0.033,0.038,0.036,0.033
0.039,0.038,0.039,0.036,0.036,0.039
0.034,0.034,0.032,0.03,0.034,0.034
