48,61,368,78,77,69,13,31,1,2
1031,5,1,12,4,10,6,4,0,2
12,100,3,10,2,5,2,3,0,0
21,9,1682,76,59,96,19,23,0,0
57,2,9,934,9,24,22,0,0,0
41,1,3,22,2188,31,5,7,0,1
62,3,4,29,11,1151,11,3,0,0
18,2,1,4,1,3,272,0,0,0
7,4,8,12,6,8,8,445,1,1
1,0,0,0,0,0,0,0,10,0
1,0,0,0,0,0,1,0,0,5
