10,NaN,230,23,0.28,0.02,0.17,0.05,0.68,0.66
6,6,2562,13.48,0.3,0.6,0.58,0.27,0.25,0.29
4,4,1882,9.91,0.18,0.4,0.59,0.08,0.66,0.09
8,8,1870,9.84,0.19,0.54,0.51,0.05,0.63,0.11
3,3,1326,6.98,0.48,0.21,0.15,0.28,0.67,0.41
6,7,1232,6.48,0.78,0.02,0.08,0.3,0.2,0.5
5,5,1094,5.76,0.56,0.01,0.4,0.4,0.27,0.54
1,1,801,4.22,0.57,0.43,0.54,0.12,0.21,0.37
9,9,794,4.18,0.26,0.26,0.19,0.55,0.46,0.56
2,2,744,3.92,0.01,0.81,0.38,0.24,0.12,0.36
7,2,742,3.91,0.42,0.49,0.06,0.55,0.32,0.42
