10,NaN,230,23,0.39,-0.02,0.16,0.04,0.67,0.61
6,6,2562,13.48,0.39,0.58,0.55,0.25,0.26,0.27
4,4,1882,9.91,0.12,0.41,0.59,0.09,0.67,0.1
8,8,1870,9.84,0.22,0.54,0.5,0.05,0.63,0.08
3,3,1326,6.98,0.48,0.2,0.14,0.29,0.67,0.41
6,7,1232,6.48,0.79,0.02,0.09,0.29,0.2,0.5
5,5,1094,5.76,0.56,0.01,0.4,0.4,0.27,0.54
1,1,801,4.22,0.57,0.43,0.55,0.06,0.21,0.38
9,9,794,4.18,0.25,0.27,0.18,0.54,0.45,0.57
2,2,744,3.92,0.08,0.81,0.38,0.21,0.13,0.37
7,2,742,3.91,0.45,0.5,0.06,0.54,0.31,0.41
