IB,Fin,0.015663,0.0089074,0.023112,0.015199,0.010018,0.023879,0.00082052,0.00059902,0.0014364,0.00096252,0.00078798,0.001799
IB,DF,0.0074687,0.015285,0.023865,0.017836,0.043057,0.062476,0.0013784,0.0034912,0.0051584,0.0038943,0.011236,0.015912
Fin,BcD,0.0066573,0.010182,0.021632,0.0074387,0.011592,0.024322,0.0019007,0.0025951,0.0058807,0.0020876,0.0029226,0.0065486
IB,Nat,0.0081952,0.0045829,0.014903,0.0089002,0.0057452,0.017221,0.00036591,0.00025971,0.00078287,0.00047657,0.000379,0.0010886
DF,BcD,0.0099349,0.01132,0.01219,0.028373,0.035797,0.036479,0.0008475,0.0010695,0.0010822,0.0024344,0.0031768,0.0032431
Nat,BcD,0.00095417,0.0026256,0.0069212,0.001689,0.0046679,0.012309,0.00011541,0.00029445,0.00071865,0.00018907,0.00049638,0.0012444
Nat,Fin,0.00063528,0.0012587,0.0040664,0.0011973,0.0023756,0.0076798,4.8504e-05,8.9733e-05,0.00026855,8.4604e-05,0.00016084,0.00049405
